name,industry,sector,website
Coty,Household and Personal Products,Household Products,http://www.coty.com
CA,Computer Software,Technology,http://www.ca.com
Andersons,Food Production,"Food, Beverages & Tobacco",http://www.andersonsinc.com
Valspar,Chemicals,Chemicals,http://www.valsparglobal.com
Northern Trust,Commercial Banks,Financials,http://www.northerntrust.com
Intuit,Computer Software,Technology,http://www.intuit.com
Tutor Perini,"Engineering, Construction",Engineering & Construction,http://www.tutorperini.com
Polaris Industries,Transportation Equipment,Transportation,http://www.polaris.com
Hospira,Pharmaceuticals,Health Care,http://www.hospira.com
FM Global,Insurance: Property and Casualty (Stock),Financials,http://www.fmglobal.com
NVR,Homebuilders,Engineering & Construction,http://www.nvrinc.com
Liberty Media,Entertainment,Media,http://www.libertymedia.com
Edgewell Personal Care,Household and Personal Products,Household Products,www.edgewell.com
Bloomin' Brands,Food Services,"Hotels, Resturants & Leisure",http://www.bloominbrands.com
Avaya,Network and Other Communications Equipment,Technology,http://www.avaya.com
Westlake Chemical,Chemicals,Chemicals,http://www.westlake.com
Hyatt Hotels,"Hotels, Casinos, Resorts","Hotels, Resturants & Leisure",http://www.hyatt.com
Mead Johnson Nutrition,Food Consumer Products,"Food, Beverages & Tobacco",http://www.meadjohnson.com
Activision Blizzard,Computer Software,Technology,http://www.activisionblizzard.com
Protective Life,"Insurance: Life, Health (stock)",Financials,http://www.protective.com
Envision Healthcare Holdings,Health Care: Pharmacy and Other Services,Health Care,http://www.evhc.net
Fortune Brands Home & Security,"Home Equipment, Furnishings",Household Products,http://www.fbhs.com
RPM International,Chemicals,Chemicals,http://www.rpminc.com
VWR,Wholesalers: Diversified,Wholesalers,http://www.vwr.com
LPL Financial Holdings,Securities,Financials,http://www.lpl.com
KeyCorp,Commercial Banks,Financials,http://www.key.com
Swift Transportation,"Trucking, Truck Leasing",Transportation,http://www.swifttrans.com
Alpha Natural Resources,"Mining, Crude-Oil Production",Energy,http://www.alphanr.com
Hasbro,"Toys, Sporting Goods",Household Products,http://www.hasbro.com
Resolute Forest Products,Forest and Paper Products,Materials,http://www.resolutefp.com
Tiffany,Specialty Retailers: Other,Retailing,http://www.tiffany.com
McCormick,Food Consumer Products,"Food, Beverages & Tobacco",http://www.mccormickcorporation.com
Graphic Packaging Holding,"Packaging, Containers",Materials,http://www.graphicpkg.com
Greif,"Packaging, Containers",Materials,http://www.greif.com
Allegheny Technologies,Metals,Materials,http://www.atimetals.com
Securian Financial Group,"Insurance: Life, Health (stock)",Financials,http://www.securian.com
B/E Aerospace,Aerospace and Defense,Aerospace & Defense,http://www.beaerospace.com
Exelis,Aerospace and Defense,Aerospace & Defense,http://www.exelisinc.com
Adobe Systems,Computer Software,Technology,http://www.adobe.com
Molson Coors Brewing,Beverages,"Food, Beverages & Tobacco",http://www.molsoncoors.com
Roundy's,Food and Drug Stores,Food & Drug Stores,http://www.roundys.com
CNO Financial Group,"Insurance: Life, Health (stock)",Financials,http://www.cnoinc.com
Adams Resources & Energy,Energy,Energy,http://www.adamsresources.com
Belk,General Merchandisers,Retailing,http://www.belk.com
Chipotle Mexican Grill,Food Services,"Hotels, Resturants & Leisure",http://www.chipotle.com
American Tower,Telecommunications,Telecommunications,http://www.americantower.com
FMC,Chemicals,Chemicals,http://www.fmc.com
Hillshire Brands,Food Consumer Products,"Food, Beverages & Tobacco",http://www.tysonfoods.com
AmTrust Financial Services,Insurance: Property and Casualty (Stock),Financials,http://www.amtrustgroup.com
Brunswick,Transportation Equipment,Transportation,http://www.brunswick.com
Patterson,Wholesalers: Health Care,Wholesalers,http://www.pattersoncompanies.com
Southwestern Energy,"Mining, Crude-Oil Production",Energy,http://www.swn.com
Ametek,"Scientific,Photographic and Control Equipment",Technology,http://www.ametek.com
T. Rowe Price,Securities,Financials,http://www.troweprice.com
Torchmark,"Insurance: Life, Health (stock)",Financials,http://www.torchmarkcorp.com
Darling Ingredients,Food Production,"Food, Beverages & Tobacco",http://www.darlingii.com
Leggett & Platt,"Home Equipment, Furnishings",Household Products,http://www.leggett.com
Watsco,Wholesalers: Diversified,Wholesalers,http://www.watsco.com
Crestwood Equity Partners,Energy,Energy,http://www.crestwoodlp.com
Xylem,Industrial Machinery,Industrials,http://www.xyleminc.com
Silgan Holdings,"Packaging, Containers",Materials,http://www.silganholdings.com
Toll Brothers,Homebuilders,Engineering & Construction,http://www.tollbrothers.com
Manitowoc,Construction and Farm Machinery,Industrials,http://www.manitowoc.com
Science Applications International,Information Technology Services,Technology,http://www.saic.com
Carlyle Group,Securities,Financials,http://www.carlyle.com
Timken,Industrial Machinery,Industrials,http://www.timken.com
Genesis Energy,Pipelines,Energy,http://www.genesisenergy.com
WPX Energy,"Mining, Crude-Oil Production",Energy,http://www.wpxenergy.com
CareFusion,Medical Products and Equipment,Health Care,http://www.carefusion.com
Pitney Bowes,"Computers, Office Equipment",Technology,http://www.pb.com
Ingles Markets,Food and Drug Stores,Food & Drug Stores,http://www.ingles-markets.com
PolyOne,Chemicals,Chemicals,http://www.polyone.com
Brookdale Senior Living,Health Care: Medical Facilities,Health Care,http://www.brookdale.com
CommScope Holding,Network and Other Communications Equipment,Technology,http://www.commscope.com
Meritor,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.meritor.com
Joy Global,Construction and Farm Machinery,Industrials,http://www.joyglobal.com
Unified Grocers,Wholesalers: Food and Grocery,Wholesalers,http://www.unifiedgrocers.com
Triumph Group,Aerospace and Defense,Aerospace & Defense,http://www.triumphgroup.com
Magellan Health,Health Care: Insurance and Managed Care,Health Care,http://www.magellanhealth.com
Sally Beauty Holdings,Specialty Retailers: Other,Retailing,http://www.sallybeautyholdings.com
Flowers Foods,Food Consumer Products,"Food, Beverages & Tobacco",http://www.flowersfoods.com
Abercrombie & Fitch,Specialty Retailers: Apparel,Retailing,http://www.abercrombie.com
New Jersey Resources,Energy,Energy,http://www.njresources.com
Fastenal,Specialty Retailers: Other,Retailing,http://www.fastenal.com
NII Holdings,Telecommunications,Telecommunications,http://www.nii.com
Consol Energy,"Mining, Crude-Oil Production",Energy,http://www.consolenergy.com
USG,"Building Materials, Glass",Materials,http://www.usg.com
Brink's,Diversified Outsourcing Services,Business Services,http://www.brinks.com
Helmerich & Payne,"Oil and Gas Equipment, Services",Energy,http://www.hpinc.com
Lexmark International,Computer Peripherals,Technology,http://www.lexmark.com
American Axle & Manufacturing,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.aam.com
Crown Castle International,Telecommunications,Telecommunications,http://www.crowncastle.com
Targa Energy,Pipelines,Energy,http://www.targaresources.com
Oceaneering International,"Oil and Gas Equipment, Services",Energy,http://www.oceaneering.com
Cabot,Chemicals,Chemicals,http://www.cabotcorp.com
CIT Group,Commercial Banks,Financials,http://www.cit.com
Cabela's,Specialty Retailers: Other,Retailing,http://www.cabelas.com
Forest Laboratories,Pharmaceuticals,Health Care,http://www.actavis.com
DCP Midstream Partners,Pipelines,Energy,http://www.dcppartners.com
Ryerson Holding,Metals,Materials,http://www.ryerson.com
QEP Resources,"Mining, Crude-Oil Production",Energy,http://www.qepres.com
Thor Industries,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.thorindustries.com
HSN,Specialty Retailers: Other,Retailing,http://www.hsni.com
Graham Holdings,Education,Business Services,http://www.ghco.com
Electronic Arts,Computer Software,Technology,http://www.ea.com
Boise Cascade,Wholesalers: Diversified,Wholesalers,http://www.bc.com
Hub Group,Transportation and Logistics,Transportation,http://www.hubgroup.com
CACI International,Information Technology Services,Technology,http://www.caci.com
Roper Technologies,"Scientific,Photographic and Control Equipment",Technology,http://www.ropertech.com
Towers Watson,Diversified Outsourcing Services,Business Services,http://www.towerswatson.com
Smart & Final Stores,Food and Drug Stores,Food & Drug Stores,http://www.smartandfinal.com
Big Heart Pet Brands,Food Consumer Products,"Food, Beverages & Tobacco",http://www.bigheartpet.com
Fossil Group,Apparel,Apparel,http://www.fossilgroup.com
Nasdaq OMX Group,Securities,Financials,http://www.nasdaqomx.com
Country Financial,Insurance: Property and Casualty (Mutual),Financials,http://www.countryfinancial.com
Snap-on,Industrial Machinery,Industrials,http://www.snapon.com
Pinnacle West Capital,Utilities: Gas and Electric,Energy,http://www.pinnaclewest.com
EchoStar,Network and Other Communications Equipment,Technology,http://www.echostar.com
Systemax,Specialty Retailers: Other,Retailing,http://www.systemax.com
WhiteWave Foods,Food Consumer Products,"Food, Beverages & Tobacco",http://www.whitewave.com
CUNA Mutual Group,"Insurance: Life, Health (stock)",Financials,http://www.cunamutual.com
Cooper Tire & Rubber,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.coopertire.com
ADT,Diversified Outsourcing Services,Business Services,http://www.adt.com
Cerner,Health Care: Pharmacy and Other Services,Health Care,http://www.cerner.com
Clean Harbors,Waste Management,Business Services,http://www.cleanharbors.com
First Solar,Energy,Energy,http://www.firstsolar.com
Lennox International,Industrial Machinery,Industrials,http://www.lennoxinternational.com
Enable Midstream Partners,Pipelines,Energy,http://www.enablemidstream.com
Hubbell,"Electronics, Electrical Equip.",Industrials,http://www.hubbell.com
Unisys,Information Technology Services,Technology,http://www.unisys.com
Alliant Energy,Utilities: Gas and Electric,Energy,http://www.alliantenergy.com
Welltower,Real estate,Financials,www.welltower.com
Moody's,Diversified Financials,Financials,http://www.moodys.com
C.R. Bard,Medical Products and Equipment,Health Care,http://www.crbard.com
Urban Outfitters,Specialty Retailers: Apparel,Retailing,http://www.urbanoutfittersinc.com
Church & Dwight,Household and Personal Products,Household Products,http://www.churchdwight.com
American Eagle Outfitters,Specialty Retailers: Apparel,Retailing,http://www.ae.com
Oaktree Capital Group,Securities,Financials,http://www.oaktreecapital.com
Regal Beloit,"Electronics, Electrical Equip.",Industrials,http://www.regalbeloit.com
Tailored Brands,Specialty Retailers: Apparel,Retailing,http://www.menswearhouse.com
Cooper-Standard Holdings,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.cooperstandard.com
W.R. Grace,Chemicals,Chemicals,http://www.grace.com
Ulta Salon Cosmetics & Fragrance,Specialty Retailers: Other,Retailing,http://www.ulta.com
Hawaiian Electric Industries,Utilities: Gas and Electric,Energy,http://www.hei.com
SkyWest,Airlines,Transportation,http://www.skywest.com
Green Plains,Energy,Energy,http://www.gpreinc.com
LVB Acquisition,Medical Products and Equipment,Health Care,http://www.biomet.com
NBTY,Pharmaceuticals,Health Care,http://www.nbty.com
Carlisle,"Building Materials, Glass",Materials,http://www.carlisle.com
United Refining,Petroleum Refining,Energy,http://www.urc.com
Tesla Motors,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.teslamotors.com
Groupon,Internet Services and Retailing,Technology,http://www.groupon.com
Landstar System,"Trucking, Truck Leasing",Transportation,http://www.landstar.com
Patterson-UTI Energy,"Oil and Gas Equipment, Services",Energy,http://www.patenergy.com
EP Energy,"Mining, Crude-Oil Production",Energy,http://www.epenergy.com
ON Semiconductor,Semiconductors and Other Electronic Components,Technology,http://www.onsemi.com
Rent-A-Center,Specialty Retailers: Other,Retailing,http://www.rentacenter.com
SunGard Data Systems,Financial Data Services,Business Services,http://www.sungard.com
Citrix Systems,Network and Other Communications Equipment,Technology,http://www.citrix.com
Amkor Technology,Semiconductors and Other Electronic Components,Technology,http://www.amkor.com
TD Ameritrade Holding,Securities,Financials,http://www.amtd.com
Worthington Industries,Metals,Materials,http://www.worthingtonindustries.com
Valmont Industries,Construction and Farm Machinery,Industrials,http://www.valmont.com
Iron Mountain,Diversified Outsourcing Services,Business Services,http://www.ironmountain.com
Puget Energy,Utilities: Gas and Electric,Energy,http://www.pugetenergy.com
CME Group,Securities,Financials,http://www.cmegroup.com
IAC/InterActiveCorp,Internet Services and Retailing,Technology,http://www.iac.com
Par Pacific Holdings,Petroleum Refining,Energy,http://www.parpacific.com/
Taylor Morrison Home,Homebuilders,Engineering & Construction,http://www.taylormorrison.com
Chiquita Brands International,Food Production,"Food, Beverages & Tobacco",http://www.chiquita.com
International Flavors & Fragrances,Chemicals,Chemicals,http://www.iff.com
Whiting Petroleum,"Mining, Crude-Oil Production",Energy,http://www.whiting.com
Under Armour,Apparel,Apparel,http://www.uabiz.com
Ventas,Real estate,Financials,http://www.ventasreit.com
NuStar Energy,Pipelines,Energy,http://www.nustarenergy.com
Select Medical Holdings,Health Care: Medical Facilities,Health Care,http://www.selectmedicalholdings.com
Diebold,"Computers, Office Equipment",Technology,http://www.diebold.com
American National Insurance,"Insurance: Life, Health (stock)",Financials,http://www.anico.com
Varian Medical Systems,Medical Products and Equipment,Health Care,http://www.varian.com
Apollo Education Group,Education,Business Services,http://www.apollogrp.edu
Westinghouse Air Brake Technologies,Industrial Machinery,Industrials,http://www.wabtec.com
SunPower,Energy,Energy,http://www.sunpower.com
Warner Music Group,Entertainment,Media,http://www.wmg.com
American Water Works,zMiscellaneous,Energy,http://www.amwater.com
H&R Block,Diversified Financials,Financials,http://www.hrblock.com
Mercury General,Insurance: Property and Casualty (Stock),Financials,http://www.mercuryinsurance.com
TECO Energy,Utilities: Gas and Electric,Energy,http://www.tecoenergy.com
Service Corp. International,zMiscellaneous,Business Services,http://www.sci-corp.com
Vulcan Materials,"Building Materials, Glass",Materials,http://www.vulcanmaterials.com
Brown-Forman,Beverages,"Food, Beverages & Tobacco",http://www.brown-forman.com
Regal Entertainment Group,Entertainment,Media,http://www.regmovies.com
Tempur Sealy International,"Home Equipment, Furnishings",Household Products,http://www.tempursealy.com
Steelcase,"Home Equipment, Furnishings",Household Products,http://www.steelcase.com
MWI Veterinary Supply,Wholesalers: Diversified,Wholesalers,http://www.mwivet.com
RS Legacy,Specialty Retailers: Other,Retailing,http://www.radioshackcorporation.com
Sprouts Farmers Market,Food and Drug Stores,Food & Drug Stores,http://www.sprouts.com
Sabre,Internet Services and Retailing,Technology,http://www.sabre.com
Martin Marietta Materials,"Building Materials, Glass",Materials,http://www.martinmarietta.com
Huntington Bancshares,Commercial Banks,Financials,http://www.huntington.com
Alere,Medical Products and Equipment,Health Care,http://www.alere.com
TreeHouse Foods,Food Consumer Products,"Food, Beverages & Tobacco",http://www.treehousefoods.com
Arch Coal,"Mining, Crude-Oil Production",Energy,http://www.archcoal.com
KLA-Tencor,Semiconductors and Other Electronic Components,Technology,http://www.kla-tencor.com
Crane,Industrial Machinery,Industrials,http://www.craneco.com
Iasis Healthcare,Health Care: Medical Facilities,Health Care,http://www.iasishealthcare.com
BWX Technologies,Industrial Machinery,Industrials,www.bwxt.com
Dentsply Sirona,Medical Products and Equipment,Health Care,http://www.dentsplysirona.com
Tribune Media,Entertainment,Media,http://www.tribunemedia.com
ScanSource,Wholesalers: Electronics and Office Equipment,Wholesalers,http://www.scansource.com
Univision Communications,Entertainment,Media,http://corporate.univision.com
Brinker International,Food Services,"Hotels, Resturants & Leisure",http://www.brinker.com
Archrock,"Oil and Gas Equipment, Services",Energy,http://www.archrock.com/
Carter's,Apparel,Apparel,http://www.carters.com
Analog Devices,Semiconductors and Other Electronic Components,Technology,http://www.analog.com
Genesco,Specialty Retailers: Apparel,Retailing,http://www.genesco.com
Scotts Miracle-Gro,Chemicals,Chemicals,http://www.scotts.com
Convergys,Diversified Outsourcing Services,Business Services,http://www.convergys.com
Exide Technologies,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.exide.com
WABCO Holdings,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.wabco-auto.com
Kennametal,Industrial Machinery,Industrials,http://www.kennametal.com
Amerco,"Trucking, Truck Leasing",Transportation,http://www.amerco.com
Bon-Ton Stores,General Merchandisers,Retailing,http://www.bonton.com
Team Health Holdings,Health Care: Pharmacy and Other Services,Health Care,http://www.teamhealth.com
Regeneron Pharmaceuticals,Pharmaceuticals,Health Care,http://www.regeneron.com
OneMain Holdings,Diversified Financials,Financials,www.archrock.com
Lincoln Electric Holdings,Industrial Machinery,Industrials,http://www.lincolnelectric.com
Dresser-Rand Group,Industrial Machinery,Industrials,http://www.dresser-rand.com
West,Diversified Outsourcing Services,Business Services,http://www.west.com
Benchmark Electronics,Semiconductors and Other Electronic Components,Technology,http://www.bench.com
Pall,Industrial Machinery,Industrials,http://www.pall.com
Old Dominion Freight Line,"Trucking, Truck Leasing",Transportation,http://www.odfl.com
MSC Industrial Direct,Wholesalers: Diversified,Wholesalers,http://www.mscdirect.com
Sentry Insurance Group,Insurance: Property and Casualty (Mutual),Financials,http://www.sentry.com
Sigma-Aldrich,Chemicals,Chemicals,http://www.sigma-aldrich.com
WGL Holdings,Energy,Energy,http://www.wglholdings.com
Weis Markets,Food and Drug Stores,Food & Drug Stores,http://www.weismarkets.com
Sanderson Farms,Food Production,"Food, Beverages & Tobacco",http://www.sandersonfarms.com
StanCorp Financial Group,"Insurance: Life, Health (stock)",Financials,http://www.stancorpfinancial.com
Hyster-Yale Materials Handling,Industrial Machinery,Industrials,http://www.hyster-yale.com
Wolverine World Wide,Apparel,Apparel,http://www.wolverineworldwide.com
DST Systems,Financial Data Services,Business Services,http://www.dstsystems.com
Legg Mason,Securities,Financials,http://www.leggmason.com
Teradata,Computer Software,Technology,http://www.teradata.com
Aaron's,Specialty Retailers: Other,Retailing,http://www.aarons.com
Antero Resources,"Mining, Crude-Oil Production",Energy,http://www.anteroresources.com
Metaldyne Performance Group,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.mpgdriven.com
Range Resources,"Mining, Crude-Oil Production",Energy,http://www.rangeresources.com
Vornado Realty Trust,Real estate,Financials,http://www.vno.com
Boyd Gaming,"Hotels, Casinos, Resorts","Hotels, Resturants & Leisure",http://www.boydgaming.com
Covance,Health Care: Pharmacy and Other Services,Health Care,http://www.labcorp.com
Armstrong World Industries,"Building Materials, Glass",Materials,http://www.armstrong.com
Cracker Barrel Old Country Store,Food Services,"Hotels, Resturants & Leisure",http://www.crackerbarrel.com
Chico's FAS,Specialty Retailers: Apparel,Retailing,http://www.chicosfas.com
Scripps Networks Interactive,Entertainment,Media,http://www.scrippsnetworksinteractive.com
Universal Forest Products,Forest and Paper Products,Materials,http://www.ufpi.com
Concho Resources,"Mining, Crude-Oil Production",Energy,http://www.concho.com
ITT,Industrial Machinery,Industrials,http://www.itt.com
HCC Insurance Holdings,Insurance: Property and Casualty (Stock),Financials,http://www.hcc.com
Moog,Aerospace and Defense,Aerospace & Defense,http://www.moog.com
IMS Health Holdings,Health Care: Pharmacy and Other Services,Health Care,http://www.imshealth.com
Cinemark Holdings,Entertainment,Media,http://www.cinemark.com
Comerica,Commercial Banks,Financials,http://www.comerica.com
Equity Residential,Real estate,Financials,http://www.equityresidential.com
Ryland Group,Homebuilders,Engineering & Construction,http://www.ryland.com
GNC Holdings,Food and Drug Stores,Food & Drug Stores,http://www.gnc.com
ArcBest,"Trucking, Truck Leasing",Transportation,http://www.arcb.com
Vectren,Utilities: Gas and Electric,Energy,http://www.vectren.com
Curtiss-Wright,Aerospace and Defense,Aerospace & Defense,http://www.curtisswright.com
Tupperware Brands,Household and Personal Products,Household Products,http://www.tupperwarebrands.com
Westar Energy,Utilities: Gas and Electric,Energy,http://www.westarenergy.com
Albemarle,Chemicals,Chemicals,http://www.albemarle.com
AptarGroup,"Packaging, Containers",Materials,http://www.aptar.com
Pinnacle Foods,Food Consumer Products,"Food, Beverages & Tobacco",http://www.pinnaclefoods.com
Penn National Gaming,"Hotels, Casinos, Resorts","Hotels, Resturants & Leisure",http://www.pngaming.com
J.Crew Group,Specialty Retailers: Apparel,Retailing,http://www.jcrew.com
Vantiv,Financial Data Services,Business Services,http://www.vantiv.com
Kansas City Southern,Railroads,Transportation,http://www.kcsouthern.com
Caleres,Specialty Retailers: Apparel,Retailing,http://www.caleres.com
Nu Skin Enterprises,Household and Personal Products,Household Products,http://www.nuskinenterprises.com
Great Plains Energy,Utilities: Gas and Electric,Energy,http://www.greatplainsenergy.com
Kirby,zMiscellaneous,Transportation,http://www.kirbycorp.com
General Growth Properties,Real estate,Financials,http://www.ggp.com
Broadridge Financial Solutions,Financial Data Services,Business Services,http://www.broadridge.com
Stericycle,Waste Management,Business Services,http://www.stericycle.com
Global Payments,Financial Data Services,Business Services,http://www.globalpaymentsinc.com
Nortek,Industrial Machinery,Industrials,http://www.nortekinc.com
Schnitzer Steel Industries,Metals,Materials,http://www.schnitzersteel.com
Universal,Tobacco,"Food, Beverages & Tobacco",http://www.universalcorp.com
ANN,Specialty Retailers: Apparel,Retailing,http://www.anninc.com
Hologic,Medical Products and Equipment,Health Care,http://www.hologic.com
Panera Bread,Food Services,"Hotels, Resturants & Leisure",http://www.panerabread.com
AOL,Internet Services and Retailing,Technology,http://www.corp.aol.com
SM Energy,"Mining, Crude-Oil Production",Energy,http://www.sm-energy.com
Paychex,Diversified Outsourcing Services,Business Services,http://www.paychex.com
PriceSmart,Specialty Retailers: Other,Retailing,http://www.pricesmart.com
Autodesk,Computer Software,Technology,http://www.autodesk.com
Affiliated Managers Group,Securities,Financials,http://www.amg.com
Tops Holding,Food and Drug Stores,Food & Drug Stores,http://www.topsmarkets.com
Dynegy,Energy,Energy,http://www.dynegy.com
DSW,Specialty Retailers: Apparel,Retailing,http://www.dswinc.com
Vishay Intertechnology,Semiconductors and Other Electronic Components,Technology,http://www.vishay.com
Mettler-Toledo International,"Scientific,Photographic and Control Equipment",Technology,http://www.mt.com
SunEdison,Semiconductors and Other Electronic Components,Technology,http://www.sunedison.com
Tetra Tech,"Engineering, Construction",Engineering & Construction,http://www.tetratech.com
Momentive Performance Materials,Chemicals,Chemicals,http://www.momentive.com
EnerSys,"Electronics, Electrical Equip.",Industrials,http://www.enersys.com
Donaldson,Industrial Machinery,Industrials,http://www.donaldson.com
EQT,Energy,Energy,http://www.eqt.com
Monster Beverage,Beverages,"Food, Beverages & Tobacco",http://www.monsterbevcorp.com
PC Connection,Specialty Retailers: Other,Retailing,http://www.pcconnection.com
Total System Services,Financial Data Services,Business Services,http://www.tsys.com
ServiceMaster Global Holdings,Diversified Outsourcing Services,Business Services,http://www.servicemaster.com
Medical Mutual of Ohio,"Insurance: Life, Health (Mutual)",Financials,http://www.medmutual.com
Applied Industrial Technologies,Wholesalers: Diversified,Wholesalers,http://www.applied.com
Maxim Integrated Products,Semiconductors and Other Electronic Components,Technology,http://www.maximintegrated.com
OGE Energy,Utilities: Gas and Electric,Energy,http://www.oge.com
A. Schulman,Chemicals,Chemicals,http://www.aschulman.com
Equinix,Telecommunications,Telecommunications,http://www.equinix.com
Mednax,Health Care: Pharmacy and Other Services,Health Care,http://www.mednax.com
Equifax,Financial Data Services,Business Services,http://www.equifax.com
CalAtlantic Group,Homebuilders,Engineering & Construction,www.calatlantichomes.com
Denbury Resources,"Mining, Crude-Oil Production",Energy,http://www.denbury.com
Cimarex Energy,"Mining, Crude-Oil Production",Energy,http://www.cimarex.com
Mutual of America Life Insurance,"Insurance: Life, Health (Mutual)",Financials,http://www.mutualofamerica.com
Guess,Apparel,Apparel,http://www.guess.com
Post Holdings,Food Consumer Products,"Food, Beverages & Tobacco",http://www.postholdings.com
HealthSouth,Health Care: Medical Facilities,Health Care,http://www.healthsouth.com
Ferrellgas Partners,Energy,Energy,http://www.ferrellgas.com
KB Home,Homebuilders,Engineering & Construction,http://www.kbhome.com
Boston Properties,Real estate,Financials,http://www.bostonproperties.com
Trimble Navigation,"Scientific,Photographic and Control Equipment",Technology,http://www.trimble.com
Teledyne Technologies,"Scientific,Photographic and Control Equipment",Technology,http://www.teledyne.com
Acuity Brands,"Electronics, Electrical Equip.",Industrials,http://www.acuitybrands.com
Skechers U.S.A.,Apparel,Apparel,http://www.skx.com
Xilinx,Semiconductors and Other Electronic Components,Technology,http://www.xilinx.com
Plexus,Semiconductors and Other Electronic Components,Technology,http://www.plexus.com
Newfield Exploration,"Mining, Crude-Oil Production",Energy,http://www.newfield.com
TransDigm Group,Aerospace and Defense,Aerospace & Defense,http://www.transdigm.com
Kar Auction Services,Wholesalers: Diversified,Wholesalers,http://www.karauctionservices.com
Mueller Industries,Industrial Machinery,Industrials,http://www.muellerindustries.com
Zions Bancorp.,Commercial Banks,Financials,http://www.zionsbancorporation.com
Insperity,Diversified Outsourcing Services,Business Services,http://www.insperity.com
XPO Logistics,Transportation and Logistics,Transportation,http://www.xpo.com
Sears Hometown & Outlet Stores,Specialty Retailers: Other,Retailing,http://www.shos.com
A.O. Smith,"Electronics, Electrical Equip.",Industrials,http://www.aosmith.com
Alliance One International,Tobacco,"Food, Beverages & Tobacco",http://www.aointl.com
Take-Two Interactive Software,Computer Software,Technology,http://www.take2games.com
hhgregg,Specialty Retailers: Other,Retailing,http://www.hhgregg.com
RPC,"Oil and Gas Equipment, Services",Energy,http://www.rpc.net
NewMarket,Chemicals,Chemicals,http://www.newmarket.com
Beacon Roofing Supply,Wholesalers: Diversified,Wholesalers,http://www.becn.com
Edwards Lifesciences,Medical Products and Equipment,Health Care,http://www.edwards.com
Triple-S Management,Health Care: Insurance and Managed Care,Health Care,http://www.triplesmanagement.com
Hawaiian Holdings,Airlines,Transportation,http://www.hawaiianairlines.com
Heartland Payment Systems,Financial Data Services,Business Services,http://www.heartlandpaymentsystems.com
Belden,"Electronics, Electrical Equip.",Industrials,http://www.belden.com
Magellan Midstream Partners,Pipelines,Energy,http://www.magellanlp.com
Outerwall,Specialty Retailers: Other,Retailing,http://www.outerwall.com
KapStone Paper & Packaging,"Packaging, Containers",Materials,http://www.kapstonepaper.com
Alliance Holdings,"Mining, Crude-Oil Production",Energy,http://www.ahgp.com
Skyworks Solutions,Semiconductors and Other Electronic Components,Technology,http://www.skyworksinc.com
Ciena,Network and Other Communications Equipment,Technology,http://www.ciena.com
Granite Construction,"Engineering, Construction",Engineering & Construction,http://www.graniteconstruction.com
Education Management,Education,Business Services,http://www.edmc.edu
Party City Holdings,Specialty Retailers: Other,Retailing,http://www.partycity.com
HCP,Real estate,Financials,http://www.hcpi.com
Parexel International,Health Care: Pharmacy and Other Services,Health Care,http://www.parexel.com
Delta Tucker Holdings,Aerospace and Defense,Aerospace & Defense,http://www.dyn-intl.com
Pinnacle Entertainment,"Hotels, Casinos, Resorts","Hotels, Resturants & Leisure",http://www.pnkinc.com
Stifel Financial,Securities,Financials,http://www.stifel.com
Pool,Wholesalers: Diversified,Wholesalers,http://www.poolcorp.com
Olin,Chemicals,Chemicals,http://www.olin.com
Knights of Columbus,"Insurance: Life, Health (Mutual)",Financials,http://www.kofc.org
PerkinElmer,"Scientific,Photographic and Control Equipment",Technology,http://www.perkinelmer.com
Alexion Pharmaceuticals,Pharmaceuticals,Health Care,http://www.alexion.com
IHS,Financial Data Services,Business Services,http://www.ihs.com
Oil States International,"Oil and Gas Equipment, Services",Energy,http://www.oilstatesintl.com
HNI,"Home Equipment, Furnishings",Household Products,http://www.hnicorp.com
LinkedIn,Internet Services and Retailing,Technology,http://www.linkedin.com
Diplomat Pharmacy,Food and Drug Stores,Food & Drug Stores,http://www.diplomat.is
Brocade Communications Systems,Network and Other Communications Equipment,Technology,http://www.brocade.com
Greenbrier Cos.,Transportation Equipment,Transportation,http://www.gbrx.com
AMC Networks,Entertainment,Media,http://www.amcnetworks.com
Kemper,Insurance: Property and Casualty (Stock),Financials,http://www.kemper.com
Ocwen Financial,Diversified Financials,Financials,http://www.ocwen.com
Public Storage,zMiscellaneous,Business Services,http://www.publicstorage.com
TriNet Group,Diversified Outsourcing Services,Business Services,http://www.trinet.com
Chemtura,Chemicals,Chemicals,http://www.chemtura.com
Symetra Financial,"Insurance: Life, Health (stock)",Financials,http://www.symetra.com
Tower International,Motor Vehicles and Parts,Motor Vehicles & Parts,http://www.towerinternational.com
Meritage Homes,Homebuilders,Engineering & Construction,http://www.meritagehomes.com
MarkWest Energy Partners,Pipelines,Energy,http://www.markwest.com
